OrderDetailID,OrderID,ProductID,Quantity,SubTotal
1150,574,618,3,88.76
1151,669,711,3,88.76
1152,202,386,8,88.76
1153,17,618,5,88.76
1154,322,792,7,88.76
1155,518,772,5,88.76
1156,570,108,8,88.76
1157,325,531,4,88.76
1158,412,410,2,88.76
1159,318,971,3,88.76
1160,681,296,8,88.76
1161,965,818,7,88.76
1162,82,171,2,88.76
1163,474,331,6,88.76
1164,468,493,9,88.76
1165,425,195,4,88.76
1166,945,12,9,88.76
1167,731,195,2,88.76
1168,689,490,2,88.76
1169,204,795,9,88.76
1170,583,881,7,88.76
1171,387,182,7,88.76
1172,778,962,1,88.76
1173,98,817,6,88.76
1174,345,656,7,88.76
1175,803,898,6,88.76
1176,208,316,6,88.76
1177,514,694,2,88.76
1178,636,30,6,88.76
1179,792,596,4,88.76
1180,586,678,9,88.76
1181,166,796,1,88.76
1182,22,793,8,88.76
1183,154,96,5,88.76
1184,939,381,1,88.76
1185,439,778,4,88.76
1186,295,444,1,88.76
1187,219,298,6,88.76
1188,669,808,2,88.76
1189,495,737,5,88.76
1190,230,845,7,88.76
1191,20,361,2,88.76
1192,987,374,6,88.76
1193,553,554,6,88.76
1194,950,303,5,88.76
1195,148,421,5,88.76
1196,108,246,3,88.76
1197,403,720,2,88.76
1198,596,237,7,88.76
1199,483,534,1,88.76
1200,367,185,6,88.76
1201,834,468,6,88.76
1202,414,754,3,88.76
1203,309,363,2,88.76
1204,802,283,2,88.76
1205,918,553,9,88.76
1206,835,336,5,88.76
1207,134,162,7,88.76
1208,719,160,5,88.76
1209,283,474,7,88.76
1210,778,601,4,88.76
1211,73,322,8,88.76
1212,481,12,7,88.76
1213,352,424,5,88.76
1214,560,73,6,88.76
1215,326,588,5,88.76
1216,745,858,7,88.76
1217,443,201,2,88.76
1218,100,522,5,88.76
1219,59,864,3,88.76
1220,508,505,9,88.76
1221,258,738,6,88.76
1222,413,688,3,88.76
1223,452,788,7,88.76
1224,65,39,4,88.76
1225,595,60,3,88.76
1226,154,578,8,88.76
1227,985,321,4,88.76
1228,266,435,1,88.76
1229,821,636,6,88.76
1230,79,676,1,88.76
1231,315,408,5,88.76
1232,662,923,7,88.76
1233,947,386,6,88.76
1234,560,671,2,88.76
1235,917,569,4,88.76
1236,891,78,2,88.76
1237,248,194,1,88.76
1238,790,285,3,88.76
1239,868,527,3,88.76
1240,610,524,7,88.76
1241,414,613,1,88.76
1242,25,156,9,88.76
1243,284,340,6,88.76
1244,449,125,4,88.76
1245,881,871,3,88.76
1246,301,280,3,88.76
1247,68,917,2,88.76
1248,7,906,2,88.76
1249,817,622,5,88.76
1250,137,846,9,88.76
1251,164,869,2,88.76
1252,83,658,2,88.76
1253,897,728,6,88.76
1254,650,910,2,88.76
1255,420,674,4,88.76
1256,73,128,6,88.76
1257,237,314,5,88.76
1258,46,332,1,88.76
1259,618,150,6,88.76
1260,928,454,1,88.76
1261,800,36,3,88.76
1262,262,685,5,88.76
1263,176,420,5,88.76
1264,166,22,6,88.76
1265,657,206,8,88.76
1266,842,639,5,88.76
1267,370,848,1,88.76
1268,795,957,5,88.76
1269,54,356,3,88.76
1270,690,440,4,88.76
1271,419,729,8,88.76
1272,756,96,7,88.76
1273,507,929,5,88.76
1274,341,941,2,88.76
1275,127,164,6,88.76
1276,409,148,6,88.76
1277,924,530,6,88.76
1278,367,294,9,88.76
1279,271,195,8,88.76
1280,644,663,8,88.76
1281,605,480,1,88.76
1282,379,877,5,88.76
1283,73,123,7,88.76
1284,923,400,6,88.76
1285,922,699,5,88.76
1286,915,965,8,88.76
1287,248,452,3,88.76
1288,860,661,6,88.76
1289,785,104,5,88.76
1290,43,755,8,88.76
1291,377,462,4,88.76
1292,41,743,8,88.76
1293,170,991,2,88.76
1294,946,718,9,88.76
1295,212,710,9,88.76
1296,493,396,6,88.76
1297,680,912,4,88.76
1298,39,337,4,88.76
1299,369,599,6,88.76
1300,757,142,5,88.76
1301,151,317,6,88.76
1302,111,711,7,88.76
1303,480,558,7,88.76
1304,436,800,9,88.76
1305,47,527,8,88.76
1306,575,556,6,88.76
1307,737,401,6,88.76
1308,366,681,5,88.76
1309,69,310,1,88.76
1310,299,495,9,88.76
1311,944,556,9,88.76
1312,802,610,9,88.76
1313,296,773,8,88.76
1314,203,109,3,88.76
1315,61,795,1,88.76
1316,946,372,8,88.76
1317,963,855,7,88.76
1318,830,616,5,88.76
1319,314,768,7,88.76
1320,161,891,4,88.76
1321,331,206,9,88.76
1322,528,847,2,88.76
1323,338,43,9,88.76
1324,606,865,9,88.76
1325,304,245,5,88.76
1326,503,287,1,88.76
1327,650,355,7,88.76
1328,338,785,4,88.76
1329,550,476,9,88.76
1330,639,83,6,88.76
1331,275,110,3,88.76
1332,164,950,6,88.76
1333,443,190,6,88.76
1334,319,983,5,88.76
1335,589,800,2,88.76
1336,504,936,2,88.76
1337,686,909,7,88.76
1338,387,251,2,88.76
1339,970,724,6,88.76
1340,870,291,5,88.76
1341,833,645,4,88.76
1342,888,201,7,88.76
1343,603,797,8,88.76
1344,750,326,4,88.76
1345,776,511,1,88.76
1346,691,409,1,88.76
1347,494,607,1,88.76
1348,490,790,1,88.76
1349,721,962,5,88.76
1350,73,941,4,88.76
1351,509,837,9,88.76
1352,390,508,3,88.76
1353,619,731,7,88.76
1354,857,601,8,88.76
1355,295,72,6,88.76
1356,369,247,1,88.76
1357,956,641,8,88.76
1358,796,724,3,88.76
1359,865,940,8,88.76
1360,694,855,4,88.76
1361,549,608,8,88.76
1362,649,587,1,88.76
1363,850,935,3,88.76
1364,568,566,6,88.76
1365,187,344,9,88.76
1366,853,971,2,88.76
1367,770,925,1,88.76
1368,445,54,3,88.76
1369,570,730,4,88.76
1370,363,528,5,88.76
1371,123,611,3,88.76
1372,188,532,2,88.76
1373,742,558,2,88.76
1374,680,963,7,88.76
1375,420,193,9,88.76
1376,626,895,2,88.76
1377,252,58,7,88.76
1378,619,437,7,88.76
1379,549,111,7,88.76
1380,335,129,3,88.76
1381,92,849,7,88.76
1382,530,706,1,88.76
1383,866,925,1,88.76
1384,63,852,5,88.76
1385,662,326,2,88.76
1386,512,8,9,88.76
1387,139,29,7,88.76
1388,698,112,4,88.76
1389,185,947,4,88.76
1390,205,673,2,88.76
1391,772,131,5,88.76
1392,214,188,4,88.76
1393,256,675,1,88.76
1394,135,709,8,88.76
1395,573,475,3,88.76
1396,875,364,6,88.76
1397,822,204,4,88.76
1398,88,212,9,88.76
1399,836,621,7,88.76
1400,988,276,9,88.76
1401,207,73,3,88.76
1402,129,679,1,88.76
1403,823,772,5,88.76
1404,3,243,3,88.76
1405,974,787,6,88.76
1406,934,102,8,88.76
1407,754,987,4,88.76
1408,121,685,5,88.76
1409,385,171,5,88.76
1410,614,653,4,88.76
1411,38,909,4,88.76
1412,341,188,4,88.76
1413,925,441,4,88.76
1414,645,86,4,88.76
1415,714,476,5,88.76
1416,860,52,2,88.76
1417,21,111,2,88.76
1418,242,949,9,88.76
1419,455,877,2,88.76
1420,963,854,6,88.76
1421,621,43,2,88.76
1422,303,211,5,88.76
1423,596,968,4,88.76
1424,595,200,7,88.76
1425,803,810,7,88.76
1426,964,858,6,88.76
1427,69,752,5,88.76
1428,129,627,1,88.76
1429,196,26,3,88.76
1430,140,919,9,88.76
1431,444,299,1,88.76
1432,283,77,5,88.76
1433,312,924,2,88.76
1434,746,137,4,88.76
1435,535,20,1,88.76
1436,665,440,3,88.76
1437,277,211,7,88.76
1438,61,752,3,88.76
1439,319,551,4,88.76
1440,890,435,2,88.76
1441,52,780,3,88.76
1442,856,207,9,88.76
1443,153,991,3,88.76
1444,749,439,5,88.76
1445,311,974,2,88.76
1446,814,779,4,88.76
1447,544,666,7,88.76
1448,567,42,7,88.76
1449,864,411,3,88.76
1450,389,523,5,88.76
1451,548,806,1,88.76
1452,622,610,1,88.76
1453,177,427,5,88.76
1454,362,275,9,88.76
1455,314,448,1,88.76
1456,807,902,1,88.76
1457,848,942,4,88.76
1458,97,884,4,88.76
1459,881,742,2,88.76
1460,213,369,9,88.76
1461,829,938,9,88.76
1462,137,220,2,88.76
1463,6,577,9,88.76
1464,109,867,6,88.76
1465,547,232,8,88.76
1466,39,328,4,88.76
1467,662,443,2,88.76
1468,425,52,2,88.76
1469,630,886,9,88.76
1470,261,943,1,88.76
1471,426,376,7,88.76
1472,87,263,3,88.76
1473,465,267,3,88.76
1474,76,359,2,88.76
1475,471,317,6,88.76
1476,976,324,2,88.76
1477,963,921,4,88.76
1478,414,908,9,88.76
1479,825,666,9,88.76
1480,895,870,6,88.76
1481,726,878,4,88.76
1482,457,652,7,88.76
1483,285,939,1,88.76
1484,239,563,4,88.76
1485,677,629,5,88.76
1486,599,421,8,88.76
1487,653,46,2,88.76
1488,672,821,5,88.76
1489,558,600,6,88.76
1490,372,720,5,88.76
1491,495,889,9,88.76
1492,624,269,1,88.76
1493,919,601,3,88.76
1494,45,381,2,88.76
1495,401,118,3,88.76
1496,247,566,9,88.76
1497,616,953,9,88.76
1498,597,116,2,88.76
1499,450,630,3,88.76
1500,485,260,4,88.76
1501,646,75,9,88.76
1502,620,480,3,88.76
1503,18,305,7,88.76
1504,606,7,3,88.76
1505,662,366,7,88.76
1506,758,634,7,88.76
1507,289,523,9,88.76
1508,414,348,2,88.76
1509,721,438,6,88.76
1510,638,215,9,88.76
1511,235,429,2,88.76
1512,416,791,2,88.76
1513,938,498,5,88.76
1514,499,540,8,88.76
1515,974,747,9,88.76
1516,634,367,2,88.76
1517,650,313,5,88.76
1518,115,538,7,88.76
1519,932,921,6,88.76
1520,674,54,6,88.76
1521,713,541,7,88.76
1522,234,467,3,88.76
1523,540,865,3,88.76
1524,11,164,9,88.76
1525,206,782,8,88.76
1526,679,334,5,88.76
1527,247,547,6,88.76
1528,559,798,1,88.76
1529,758,348,1,88.76
1530,127,273,4,88.76
1531,147,963,2,88.76
1532,118,720,7,88.76
1533,911,750,2,88.76
1534,382,414,2,88.76
1535,412,500,5,88.76
1536,664,93,4,88.76
1537,584,685,8,88.76
1538,363,79,4,88.76
1539,509,622,6,88.76
1540,137,217,5,88.76
1541,175,947,2,88.76
1542,289,358,8,88.76
1543,958,618,2,88.76
1544,481,507,9,88.76
1545,19,559,9,88.76
1546,195,181,3,88.76
1547,330,576,4,88.76
1548,936,246,8,88.76
1549,175,244,9,88.76
1550,449,506,3,88.76
1551,925,422,5,88.76
1552,946,320,8,88.76
1553,354,87,3,88.76
1554,499,217,7,88.76
1555,141,490,8,88.76
1556,758,519,3,88.76
1557,897,278,2,88.76
1558,930,849,7,88.76
1559,93,722,9,88.76
1560,944,169,1,88.76
1561,239,330,3,88.76
1562,205,650,5,88.76
1563,560,441,3,88.76
1564,433,391,1,88.76
1565,245,496,7,88.76
1566,832,381,7,88.76
1567,317,306,8,88.76
1568,925,742,5,88.76
1569,295,987,5,88.76
1570,640,820,5,88.76
1571,856,673,1,88.76
1572,282,513,5,88.76
1573,17,748,6,88.76
1574,71,949,1,88.76
1575,269,188,7,88.76
1576,325,930,1,88.76
1577,794,516,2,88.76
1578,305,913,2,88.76
1579,451,644,5,88.76
1580,7,427,7,88.76
1581,314,502,1,88.76
1582,817,730,1,88.76
1583,103,260,1,88.76
1584,821,513,6,88.76
1585,193,71,2,88.76
1586,753,478,1,88.76
1587,574,178,6,88.76
1588,529,457,2,88.76
1589,171,189,6,88.76
1590,537,291,8,88.76
1591,251,520,2,88.76
1592,765,765,9,88.76
1593,387,920,8,88.76
1594,207,979,1,88.76
1595,541,292,7,88.76
1596,629,946,6,88.76
1597,416,756,6,88.76
1598,794,635,6,88.76
1599,380,811,6,88.76
1600,144,283,7,88.76
1601,25,544,3,88.76
1602,822,846,6,88.76
1603,668,377,3,88.76
1604,73,658,7,88.76
1605,632,156,7,88.76
1606,824,508,8,88.76
1607,833,413,2,88.76
1608,93,528,9,88.76
1609,505,355,5,88.76
1610,598,559,9,88.76
1611,336,763,5,88.76
1612,425,187,7,88.76
1613,499,31,9,88.76
1614,364,260,4,88.76
1615,947,421,2,88.76
1616,630,529,9,88.76
1617,745,551,2,88.76
1618,199,304,3,88.76
1619,718,942,2,88.76
1620,413,986,3,88.76
1621,339,944,6,88.76
1622,659,39,3,88.76
1623,962,489,8,88.76
1624,937,644,6,88.76
1625,429,542,7,88.76
1626,783,670,1,88.76
1627,899,278,3,88.76
1628,139,203,3,88.76
1629,693,66,2,88.76
1630,942,108,7,88.76
1631,542,268,9,88.76
1632,57,222,4,88.76
1633,232,804,5,88.76
1634,658,530,3,88.76
1635,435,90,9,88.76
1636,384,693,4,88.76
1637,560,255,5,88.76
1638,194,455,1,88.76
1639,736,253,2,88.76
1640,648,257,9,88.76
1641,534,383,2,88.76
1642,518,442,5,88.76
1643,716,858,8,88.76
1644,751,599,3,88.76
1645,185,90,6,88.76
1646,872,749,4,88.76
1647,292,390,7,88.76
1648,335,582,3,88.76
1649,732,44,6,88.76
1650,116,712,9,88.76
1651,825,664,1,88.76
1652,49,598,3,88.76
1653,685,19,2,88.76
1654,82,101,8,88.76
1655,834,914,7,88.76
1656,333,607,2,88.76
1657,557,766,6,88.76
1658,335,357,3,88.76
1659,532,542,8,88.76
1660,960,761,3,88.76
1661,221,938,9,88.76
1662,635,33,1,88.76
1663,746,970,5,88.76
1664,733,229,3,88.76
1665,323,524,6,88.76
1666,851,630,2,88.76
1667,3,862,9,88.76
1668,694,155,6,88.76
1669,206,423,7,88.76
1670,832,905,5,88.76
1671,40,246,9,88.76
1672,59,405,1,88.76
1673,951,844,5,88.76
1674,574,759,6,88.76
1675,644,541,7,88.76
1676,507,161,4,88.76
1677,572,747,1,88.76
1678,884,702,8,88.76
1679,843,117,4,88.76
1680,122,271,3,88.76
1681,479,770,7,88.76
1682,619,692,2,88.76
1683,96,487,8,88.76
1684,859,885,6,88.76
1685,414,172,7,88.76
1686,235,950,5,88.76
1687,898,274,9,88.76
1688,62,259,5,88.76
1689,256,135,5,88.76
1690,561,683,3,88.76
1691,905,722,1,88.76
1692,348,748,2,88.76
1693,671,422,8,88.76
1694,124,421,1,88.76
1695,482,186,7,88.76
1696,317,929,5,88.76
1697,504,364,3,88.76
1698,719,955,7,88.76
1699,48,607,9,88.76
1700,409,378,2,88.76
1701,932,523,8,88.76
1702,136,580,9,88.76
1703,201,891,3,88.76
1704,250,722,2,88.76
1705,314,196,7,88.76
1706,869,881,5,88.76
1707,368,98,5,88.76
1708,429,605,5,88.76
1709,830,984,4,88.76
1710,807,22,5,88.76
1711,480,450,4,88.76
1712,314,172,6,88.76
1713,500,383,4,88.76
1714,721,134,2,88.76
1715,355,426,9,88.76
1716,485,25,2,88.76
1717,211,503,9,88.76
1718,704,185,6,88.76
1719,44,85,9,88.76
1720,541,567,9,88.76
1721,571,763,3,88.76
1722,583,144,1,88.76
1723,92,863,1,88.76
1724,265,910,3,88.76
1725,895,679,5,88.76
1726,220,412,3,88.76
1727,902,224,9,88.76
1728,925,220,9,88.76
1729,442,179,3,88.76
1730,401,631,3,88.76
1731,400,433,5,88.76
1732,727,265,2,88.76
1733,991,954,6,88.76
1734,899,429,7,88.76
1735,789,662,9,88.76
1736,576,416,6,88.76
1737,858,453,3,88.76
1738,804,727,5,88.76
1739,490,197,4,88.76
1740,485,554,5,88.76
1741,757,53,8,88.76
1742,470,480,8,88.76
1743,574,443,6,88.76
1744,938,330,1,88.76
1745,844,251,8,88.76
1746,682,807,8,88.76
1747,445,890,2,88.76
1748,269,783,4,88.76
1749,267,967,2,88.76
1750,54,925,4,88.76
1751,528,123,7,88.76
1752,520,879,9,88.76
1753,616,387,8,88.76
1754,59,339,9,88.76
1755,825,778,8,88.76
1756,40,348,2,88.76
1757,237,29,7,88.76
1758,955,975,2,88.76
1759,386,35,2,88.76
1760,606,518,4,88.76
1761,734,396,1,88.76
1762,716,623,5,88.76
1763,650,294,6,88.76
1764,300,589,9,88.76
1765,395,349,8,88.76
1766,207,147,2,88.76
1767,336,67,1,88.76
1768,593,904,2,88.76
1769,730,520,7,88.76
1770,514,122,4,88.76
1771,178,340,5,88.76
1772,396,175,7,88.76
1773,371,900,3,88.76
1774,858,691,2,88.76
1775,791,597,7,88.76
1776,658,451,5,88.76
1777,318,557,1,88.76
1778,736,136,1,88.76
1779,369,855,9,88.76
1780,384,16,5,88.76
1781,62,333,1,88.76
1782,806,195,7,88.76
1783,505,496,9,88.76
1784,239,9,1,88.76
1785,195,828,4,88.76
1786,678,334,3,88.76
1787,963,333,5,88.76
1788,222,327,7,88.76
1789,61,15,8,88.76
1790,129,839,2,88.76
1791,990,614,7,88.76
1792,685,226,1,88.76
1793,992,425,7,88.76
1794,156,790,8,88.76
1795,917,408,2,88.76
1796,378,113,9,88.76
1797,622,997,1,88.76
1798,781,428,6,88.76
1799,923,1,1,88.76
1800,868,266,3,88.76
1801,903,491,6,88.76
1802,790,208,3,88.76
1803,586,622,8,88.76
1804,999,712,5,88.76
1805,437,952,2,88.76
1806,975,369,4,88.76
1807,207,985,9,88.76
1808,388,306,4,88.76
1809,480,12,8,88.76
1810,791,345,5,88.76
1811,887,465,1,88.76
1812,838,700,7,88.76
1813,984,666,3,88.76
1814,340,494,8,88.76
1815,869,368,3,88.76
1816,340,846,1,88.76
1817,204,937,5,88.76
1818,161,420,2,88.76
1819,540,889,4,88.76
1820,392,791,1,88.76
1821,769,171,9,88.76
1822,677,134,6,88.76
1823,575,965,8,88.76
1824,534,427,4,88.76
1825,70,25,9,88.76
1826,893,530,2,88.76
1827,405,190,9,88.76
1828,608,141,5,88.76
1829,675,555,6,88.76
1830,591,846,3,88.76
1831,517,796,4,88.76
1832,828,658,6,88.76
1833,120,315,7,88.76
1834,814,444,1,88.76
1835,690,319,7,88.76
1836,688,441,1,88.76
1837,902,92,5,88.76
1838,217,179,6,88.76
1839,56,56,2,88.76
1840,366,155,9,88.76
1841,699,672,6,88.76
1842,504,111,7,88.76
1843,744,137,8,88.76
1844,767,232,1,88.76
1845,925,992,8,88.76
1846,455,468,4,88.76
1847,104,732,8,88.76
1848,77,481,6,88.76
1849,230,68,9,88.76
1850,914,814,4,88.76
1851,258,249,2,88.76
1852,264,994,2,88.76
1853,331,323,5,88.76
1854,993,922,9,88.76
1855,182,904,3,88.76
1856,893,518,8,88.76
1857,768,976,4,88.76
1858,550,792,6,88.76
1859,688,432,6,88.76
1860,27,487,3,88.76
1861,276,606,5,88.76
1862,652,429,3,88.76
1863,299,269,1,88.76
1864,957,709,7,88.76
1865,799,537,4,88.76
1866,91,148,7,88.76
1867,480,118,3,88.76
1868,573,850,5,88.76
1869,458,367,5,88.76
1870,451,850,2,88.76
1871,365,66,2,88.76
1872,859,970,4,88.76
1873,675,813,4,88.76
1874,351,370,4,88.76
1875,655,175,6,88.76
1876,400,831,2,88.76
1877,253,588,6,88.76
1878,781,495,7,88.76
1879,881,973,3,88.76
1880,803,114,8,88.76
1881,459,111,2,88.76
1882,699,761,8,88.76
1883,917,439,5,88.76
1884,499,715,2,88.76
1885,950,147,7,88.76
1886,971,35,2,88.76
1887,926,999,6,88.76
1888,508,309,3,88.76
1889,304,538,9,88.76
1890,501,750,3,88.76
1891,803,14,3,88.76
1892,598,374,5,88.76
1893,166,557,7,88.76
1894,415,428,8,88.76
1895,462,728,7,88.76
1896,920,233,9,88.76
1897,114,705,5,88.76
1898,433,563,3,88.76
1899,992,939,6,88.76
1900,356,887,5,88.76
1901,928,726,4,88.76
1902,695,663,2,88.76
1903,207,440,7,88.76
1904,768,502,5,88.76
1905,235,275,4,88.76
1906,442,850,8,88.76
1907,355,76,9,88.76
1908,515,439,9,88.76
1909,208,732,3,88.76
1910,709,860,3,88.76
1911,853,956,5,88.76
1912,125,699,5,88.76
1913,138,289,2,88.76
1914,339,915,1,88.76
1915,537,540,8,88.76
1916,68,891,3,88.76
1917,573,692,1,88.76
1918,541,253,1,88.76
1919,383,126,2,88.76
1920,19,177,6,88.76
1921,683,37,6,88.76
1922,450,410,3,88.76
1923,74,611,4,88.76
1924,573,610,2,88.76
1925,939,127,2,88.76
1926,665,483,7,88.76
1927,276,168,1,88.76
1928,48,592,7,88.76
1929,211,294,1,88.76
1930,855,845,6,88.76
1931,920,638,3,88.76
1932,651,343,8,88.76
1933,622,310,6,88.76
1934,994,662,2,88.76
1935,695,528,8,88.76
1936,540,540,5,88.76
1937,709,419,8,88.76
1938,191,444,8,88.76
1939,315,685,6,88.76
1940,901,558,2,88.76
1941,563,840,8,88.76
1942,661,236,6,88.76
1943,780,439,6,88.76
1944,562,214,8,88.76
1945,900,85,1,88.76
1946,758,794,2,88.76
1947,113,744,9,88.76
1948,170,85,8,88.76
1949,468,921,7,88.76
1950,678,489,7,88.76
1951,921,65,5,88.76
1952,14,646,2,88.76
1953,715,663,6,88.76
1954,288,627,3,88.76
1955,907,64,4,88.76
1956,189,343,2,88.76
1957,914,939,2,88.76
1958,155,875,8,88.76
1959,567,919,8,88.76
1960,694,352,6,88.76
1961,722,158,5,88.76
1962,888,589,8,88.76
1963,471,491,4,88.76
1964,75,658,4,88.76
1965,277,855,5,88.76
1966,940,463,1,88.76
1967,645,225,1,88.76
1968,343,917,2,88.76
1969,425,313,8,88.76
1970,571,615,7,88.76
1971,511,919,9,88.76
1972,857,859,5,88.76
1973,182,813,2,88.76
1974,458,940,7,88.76
1975,918,466,8,88.76
1976,851,88,7,88.76
1977,833,883,7,88.76
1978,64,303,5,88.76
1979,839,680,2,88.76
1980,260,435,6,88.76
1981,193,682,4,88.76
1982,655,135,2,88.76
1983,616,50,9,88.76
1984,972,432,7,88.76
1985,406,340,6,88.76
1986,726,347,5,88.76
1987,754,646,3,88.76
1988,943,347,4,88.76
1989,721,649,3,88.76
1990,93,245,8,88.76
1991,430,109,3,88.76
1992,654,825,7,88.76
1993,434,799,7,88.76
1994,404,533,7,88.76
1995,434,90,7,88.76
1996,112,296,2,88.76
1997,929,112,3,88.76
1998,375,813,9,88.76
1999,59,589,3,88.76
2000,43,177,2,88.76
