PaymentID,CustomerID,OrderID,PaymentMethod,PaymentDate,Amount
582,127,386,Cryptocurrency,2023-08-06,859.34
583,193,14,Bank Transfer,2023-04-26,859.34
584,627,257,Credit Card,2023-05-06,859.34
585,774,346,Bank Transfer,2023-12-27,859.34
586,530,698,Bank Transfer,2024-09-17,859.34
587,10,345,Credit Card,2024-01-12,859.34
588,92,400,Cryptocurrency,2023-06-12,859.34
589,139,207,Bank Transfer,2024-12-07,859.34
590,481,858,Cryptocurrency,2024-10-27,859.34
591,449,943,Cryptocurrency,2024-05-30,859.34
592,333,172,Cryptocurrency,2023-10-10,859.34
593,869,464,Credit Card,2024-08-07,859.34
594,340,270,PayPal,2023-09-18,859.34
595,961,221,Cryptocurrency,2023-11-26,859.34
596,52,152,PayPal,2025-01-05,859.34
597,707,623,PayPal,2024-02-06,859.34
598,466,183,Bank Transfer,2024-03-18,859.34
599,718,399,Cryptocurrency,2024-02-07,859.34
600,799,851,Cryptocurrency,2024-09-23,859.34
601,475,72,Cryptocurrency,2023-10-26,859.34
602,401,418,PayPal,2023-06-04,859.34
603,439,898,Credit Card,2024-10-08,859.34
604,878,283,PayPal,2024-11-24,859.34
605,605,74,Cryptocurrency,2023-06-13,859.34
606,932,355,Cryptocurrency,2023-05-02,859.34
607,997,727,Cryptocurrency,2024-02-06,859.34
608,922,497,PayPal,2025-01-10,859.34
609,821,328,Cryptocurrency,2025-03-27,859.34
610,657,988,Bank Transfer,2024-11-08,859.34
611,598,535,Cryptocurrency,2024-09-18,859.34
612,509,580,Credit Card,2024-12-16,859.34
613,153,910,Bank Transfer,2024-01-13,859.34
614,514,447,Cryptocurrency,2024-08-26,859.34
615,503,373,Bank Transfer,2023-12-02,859.34
616,854,362,Cryptocurrency,2025-03-18,859.34
617,901,93,Credit Card,2024-12-14,859.34
618,772,321,Cryptocurrency,2024-02-11,859.34
619,676,324,Bank Transfer,2024-10-04,859.34
620,6,384,Credit Card,2023-05-24,859.34
621,500,575,PayPal,2023-08-15,859.34
622,661,736,Credit Card,2024-06-04,859.34
623,717,737,Credit Card,2023-09-24,859.34
624,118,881,Credit Card,2024-06-02,859.34
625,485,346,Bank Transfer,2023-09-30,859.34
626,601,849,Credit Card,2025-03-22,859.34
627,666,103,Cryptocurrency,2023-07-17,859.34
628,951,215,Credit Card,2024-03-17,859.34
629,679,192,Credit Card,2025-03-09,859.34
630,468,672,Cryptocurrency,2023-10-01,859.34
631,161,884,Cryptocurrency,2023-12-28,859.34
632,270,719,PayPal,2024-03-11,859.34
633,56,781,Credit Card,2025-03-04,859.34
634,228,194,Bank Transfer,2024-11-16,859.34
635,849,380,Credit Card,2023-10-06,859.34
636,149,403,Credit Card,2024-04-12,859.34
637,46,664,Cryptocurrency,2025-02-18,859.34
638,144,749,PayPal,2024-10-17,859.34
639,750,600,Credit Card,2025-01-15,859.34
640,784,11,Bank Transfer,2024-12-21,859.34
641,632,187,Credit Card,2024-07-13,859.34
642,340,726,Bank Transfer,2024-04-07,859.34
643,413,15,Cryptocurrency,2024-09-28,859.34
644,732,778,PayPal,2023-11-04,859.34
645,520,297,Credit Card,2024-11-22,859.34
646,344,411,PayPal,2025-03-02,859.34
647,387,956,Credit Card,2024-08-11,859.34
648,473,585,Bank Transfer,2024-06-07,859.34
649,275,52,PayPal,2023-04-23,859.34
650,353,640,Credit Card,2024-06-18,859.34
651,66,28,Cryptocurrency,2025-03-01,859.34
652,79,577,Bank Transfer,2024-10-16,859.34
653,598,17,PayPal,2024-08-26,859.34
654,636,351,Credit Card,2024-05-12,859.34
655,202,428,PayPal,2024-05-19,859.34
656,978,650,Credit Card,2023-09-22,859.34
657,662,831,Bank Transfer,2023-09-19,859.34
658,558,229,Cryptocurrency,2023-09-19,859.34
659,113,766,Bank Transfer,2024-02-07,859.34
660,91,989,PayPal,2024-05-19,859.34
661,141,210,PayPal,2024-08-14,859.34
662,289,431,Credit Card,2025-02-15,859.34
663,901,294,Bank Transfer,2024-11-12,859.34
664,730,743,Credit Card,2023-06-15,859.34
665,589,753,Bank Transfer,2023-05-17,859.34
666,411,582,PayPal,2023-07-30,859.34
667,377,104,Credit Card,2023-10-08,859.34
668,384,204,Credit Card,2024-06-10,859.34
669,846,53,Bank Transfer,2025-03-02,859.34
670,152,974,Cryptocurrency,2023-12-30,859.34
671,835,940,Bank Transfer,2025-02-24,859.34
672,751,375,Cryptocurrency,2023-08-02,859.34
673,627,842,Bank Transfer,2024-02-09,859.34
674,319,54,PayPal,2023-10-13,859.34
675,369,276,Credit Card,2024-08-31,859.34
676,606,335,Bank Transfer,2024-06-11,859.34
677,995,31,PayPal,2024-02-26,859.34
678,560,135,Bank Transfer,2024-10-24,859.34
679,703,58,Credit Card,2024-10-25,859.34
680,462,105,Bank Transfer,2023-06-06,859.34
681,12,266,Cryptocurrency,2024-04-29,859.34
682,156,522,Credit Card,2023-06-01,859.34
683,684,496,Cryptocurrency,2024-04-05,859.34
684,477,253,PayPal,2024-12-17,859.34
685,939,295,PayPal,2024-04-20,859.34
686,401,668,Bank Transfer,2024-08-01,859.34
687,808,158,Cryptocurrency,2023-06-09,859.34
688,177,549,Cryptocurrency,2024-06-30,859.34
689,341,631,Credit Card,2023-10-22,859.34
690,57,67,Cryptocurrency,2025-03-10,859.34
691,855,754,Cryptocurrency,2024-10-31,859.34
692,852,299,Credit Card,2024-07-04,859.34
693,448,463,Credit Card,2024-11-11,859.34
694,203,725,Cryptocurrency,2024-08-05,859.34
695,697,820,Bank Transfer,2024-07-17,859.34
696,633,101,Credit Card,2023-11-09,859.34
697,738,56,Credit Card,2023-04-10,859.34
698,202,332,Cryptocurrency,2024-08-05,859.34
699,330,836,Cryptocurrency,2024-09-14,859.34
700,363,751,Credit Card,2023-10-30,859.34
701,892,393,Cryptocurrency,2023-11-13,859.34
702,454,743,Credit Card,2024-03-11,859.34
703,356,874,Bank Transfer,2024-02-24,859.34
704,216,381,Bank Transfer,2024-10-28,859.34
705,972,92,Credit Card,2023-09-18,859.34
706,555,791,Credit Card,2024-02-17,859.34
707,887,447,PayPal,2024-09-24,859.34
708,23,109,PayPal,2024-09-12,859.34
709,155,317,Cryptocurrency,2024-12-16,859.34
710,186,168,Cryptocurrency,2024-10-11,859.34
711,249,812,Credit Card,2024-11-26,859.34
712,749,982,Credit Card,2024-08-11,859.34
713,805,920,PayPal,2025-03-21,859.34
714,134,435,PayPal,2023-04-24,859.34
715,321,442,Credit Card,2023-07-17,859.34
716,390,218,Bank Transfer,2023-10-23,859.34
717,434,222,Bank Transfer,2023-10-19,859.34
718,22,673,Cryptocurrency,2023-09-05,859.34
719,873,528,Credit Card,2023-08-16,859.34
720,600,278,Credit Card,2024-06-04,859.34
721,665,569,Cryptocurrency,2025-01-23,859.34
722,125,574,PayPal,2024-07-25,859.34
723,79,875,PayPal,2024-04-05,859.34
724,858,466,Bank Transfer,2024-03-29,859.34
725,968,839,Credit Card,2024-10-29,859.34
726,51,754,PayPal,2024-01-10,859.34
727,728,602,Bank Transfer,2024-06-04,859.34
728,176,584,Bank Transfer,2024-12-13,859.34
729,870,838,Bank Transfer,2023-04-22,859.34
730,253,30,PayPal,2024-10-19,859.34
731,966,359,PayPal,2024-11-05,859.34
732,246,919,Credit Card,2023-12-02,859.34
733,739,288,Credit Card,2024-11-18,859.34
734,106,86,Bank Transfer,2024-04-13,859.34
735,193,234,Bank Transfer,2024-08-30,859.34
736,316,747,PayPal,2023-05-18,859.34
737,302,313,PayPal,2023-11-04,859.34
738,548,365,Credit Card,2024-02-16,859.34
739,954,777,Credit Card,2024-03-01,859.34
740,716,799,Cryptocurrency,2025-03-18,859.34
741,934,839,Credit Card,2024-10-22,859.34
742,779,905,PayPal,2024-03-06,859.34
743,268,269,Bank Transfer,2023-11-07,859.34
744,170,698,Cryptocurrency,2024-07-07,859.34
745,551,131,Credit Card,2023-09-28,859.34
746,455,803,Credit Card,2024-12-07,859.34
747,651,993,PayPal,2023-10-16,859.34
748,292,789,Cryptocurrency,2024-02-02,859.34
749,564,832,Credit Card,2023-08-11,859.34
750,799,351,Bank Transfer,2023-06-30,859.34
751,801,180,PayPal,2024-06-19,859.34
752,141,802,Cryptocurrency,2023-07-27,859.34
753,146,480,Credit Card,2024-11-24,859.34
754,425,889,Credit Card,2023-06-24,859.34
755,314,163,Cryptocurrency,2023-08-28,859.34
756,184,783,PayPal,2024-03-28,859.34
757,664,888,Cryptocurrency,2024-02-12,859.34
758,713,96,Cryptocurrency,2023-06-30,859.34
759,128,774,PayPal,2023-07-30,859.34
760,287,510,Credit Card,2024-10-21,859.34
761,823,365,Bank Transfer,2024-08-28,859.34
762,253,981,PayPal,2023-07-18,859.34
763,778,353,Bank Transfer,2023-08-19,859.34
764,700,800,Credit Card,2024-06-09,859.34
765,386,436,Cryptocurrency,2024-10-27,859.34
766,230,83,Bank Transfer,2024-11-30,859.34
767,271,225,Credit Card,2024-12-21,859.34
768,771,412,Credit Card,2025-02-17,859.34
769,811,735,Cryptocurrency,2024-01-24,859.34
770,415,981,Cryptocurrency,2023-05-30,859.34
771,198,118,Credit Card,2024-12-10,859.34
772,323,482,Credit Card,2023-05-23,859.34
773,56,192,Bank Transfer,2023-11-04,859.34
774,831,591,Credit Card,2023-11-18,859.34
775,203,590,Credit Card,2024-09-04,859.34
776,783,659,Bank Transfer,2024-11-29,859.34
777,621,107,PayPal,2024-02-16,859.34
778,628,382,Bank Transfer,2024-11-14,859.34
779,604,783,Bank Transfer,2023-10-17,859.34
780,138,390,Cryptocurrency,2023-05-23,859.34
781,422,244,Bank Transfer,2024-10-25,859.34
782,815,585,Credit Card,2025-03-06,859.34
783,57,869,Credit Card,2024-04-30,859.34
784,562,468,Credit Card,2024-04-07,859.34
785,71,866,PayPal,2023-12-29,859.34
786,911,934,Credit Card,2023-04-20,859.34
787,914,538,PayPal,2024-12-24,859.34
788,594,210,Credit Card,2024-09-14,859.34
789,372,604,Bank Transfer,2023-09-07,859.34
790,617,637,Cryptocurrency,2025-02-08,859.34
791,600,947,Credit Card,2023-06-02,859.34
792,514,73,PayPal,2025-01-08,859.34
793,872,992,PayPal,2023-11-20,859.34
794,84,635,Cryptocurrency,2025-02-03,859.34
795,994,309,Credit Card,2023-12-27,859.34
796,43,696,Bank Transfer,2023-09-23,859.34
797,666,699,Credit Card,2024-09-07,859.34
798,839,710,Credit Card,2024-07-01,859.34
799,934,590,Cryptocurrency,2024-05-28,859.34
800,606,860,Credit Card,2025-01-21,859.34
801,810,186,Bank Transfer,2024-05-20,859.34
802,133,856,PayPal,2023-05-27,859.34
803,395,253,Cryptocurrency,2024-10-16,859.34
804,65,13,Bank Transfer,2023-10-18,859.34
805,290,299,PayPal,2024-11-21,859.34
806,376,76,Cryptocurrency,2024-09-12,859.34
807,769,51,Cryptocurrency,2024-04-01,859.34
808,467,787,PayPal,2024-11-24,859.34
809,898,149,PayPal,2025-01-12,859.34
810,213,731,Bank Transfer,2023-09-20,859.34
811,148,122,Credit Card,2025-01-23,859.34
812,573,211,Credit Card,2023-05-23,859.34
813,471,280,Credit Card,2024-07-25,859.34
814,149,538,Credit Card,2025-03-26,859.34
815,88,685,Credit Card,2023-12-14,859.34
816,324,156,Bank Transfer,2023-07-26,859.34
817,895,238,Cryptocurrency,2024-04-18,859.34
818,396,376,Bank Transfer,2024-04-25,859.34
819,790,82,Bank Transfer,2024-09-02,859.34
820,404,492,Bank Transfer,2023-06-13,859.34
821,82,356,Cryptocurrency,2023-08-02,859.34
822,641,925,Bank Transfer,2023-10-21,859.34
823,286,273,Bank Transfer,2024-08-22,859.34
824,382,580,Cryptocurrency,2023-05-18,859.34
825,865,44,Bank Transfer,2023-05-03,859.34
826,792,573,Credit Card,2023-04-08,859.34
827,270,123,PayPal,2024-08-06,859.34
828,292,349,Bank Transfer,2024-12-20,859.34
829,453,708,PayPal,2023-04-22,859.34
830,715,330,Bank Transfer,2024-03-20,859.34
831,24,409,Bank Transfer,2024-09-04,859.34
832,956,991,Credit Card,2025-01-06,859.34
833,863,323,Cryptocurrency,2023-04-19,859.34
834,311,111,PayPal,2025-01-04,859.34
835,461,770,Cryptocurrency,2023-04-21,859.34
836,208,89,Credit Card,2024-08-05,859.34
837,792,433,Credit Card,2024-03-30,859.34
838,717,710,PayPal,2025-01-09,859.34
839,664,794,Cryptocurrency,2025-01-07,859.34
840,438,712,Credit Card,2023-06-19,859.34
841,538,99,Bank Transfer,2024-07-20,859.34
842,706,539,Bank Transfer,2025-03-08,859.34
843,336,601,Bank Transfer,2024-09-23,859.34
844,422,146,Cryptocurrency,2023-10-11,859.34
845,750,694,Bank Transfer,2024-08-12,859.34
846,321,257,Bank Transfer,2024-12-03,859.34
847,497,189,Credit Card,2024-07-10,859.34
848,587,240,Credit Card,2023-08-14,859.34
849,947,871,Bank Transfer,2024-05-04,859.34
850,163,899,Bank Transfer,2024-08-02,859.34
851,811,503,Credit Card,2024-03-27,859.34
852,541,708,PayPal,2024-07-17,859.34
853,165,809,Cryptocurrency,2024-11-07,859.34
854,849,677,Cryptocurrency,2023-09-26,859.34
855,698,819,Credit Card,2023-04-22,859.34
856,566,271,Cryptocurrency,2025-01-09,859.34
857,295,520,Credit Card,2024-09-26,859.34
858,42,550,Credit Card,2024-10-15,859.34
859,924,114,Credit Card,2024-12-29,859.34
860,285,339,Credit Card,2023-08-12,859.34
861,939,568,PayPal,2024-02-06,859.34
862,387,943,Bank Transfer,2024-09-07,859.34
863,138,986,Bank Transfer,2025-01-28,859.34
864,187,359,PayPal,2023-09-15,859.34
865,910,650,Cryptocurrency,2024-07-26,859.34
866,716,614,Cryptocurrency,2023-10-05,859.34
867,431,334,Bank Transfer,2024-01-31,859.34
868,554,689,Cryptocurrency,2023-11-07,859.34
869,862,169,Bank Transfer,2024-10-25,859.34
870,416,339,Bank Transfer,2024-07-03,859.34
871,800,798,PayPal,2023-07-25,859.34
872,426,261,Cryptocurrency,2023-05-08,859.34
873,416,887,PayPal,2023-11-27,859.34
874,26,735,Bank Transfer,2023-07-12,859.34
875,371,199,Bank Transfer,2024-11-11,859.34
876,385,211,Bank Transfer,2024-07-29,859.34
877,56,287,Credit Card,2025-02-21,859.34
878,253,692,Credit Card,2023-10-09,859.34
879,634,762,Credit Card,2025-02-13,859.34
880,106,743,PayPal,2024-07-16,859.34
881,130,472,Bank Transfer,2024-06-15,859.34
882,849,482,Cryptocurrency,2024-10-07,859.34
883,670,23,PayPal,2024-03-15,859.34
884,376,560,PayPal,2025-02-17,859.34
885,743,109,PayPal,2024-10-24,859.34
886,967,296,Cryptocurrency,2023-07-16,859.34
887,308,6,Bank Transfer,2023-09-14,859.34
888,91,550,Credit Card,2024-10-01,859.34
889,393,681,Bank Transfer,2024-07-20,859.34
890,534,868,Bank Transfer,2023-09-20,859.34
891,802,795,PayPal,2023-10-23,859.34
892,110,203,PayPal,2024-08-27,859.34
893,561,325,PayPal,2024-05-18,859.34
894,641,825,Credit Card,2023-06-05,859.34
895,585,785,Credit Card,2023-05-08,859.34
896,340,244,Credit Card,2023-09-26,859.34
897,565,327,Bank Transfer,2024-01-05,859.34
898,979,987,PayPal,2023-12-12,859.34
899,356,47,Cryptocurrency,2023-06-09,859.34
900,892,761,Bank Transfer,2024-12-11,859.34
901,168,591,Credit Card,2024-08-19,859.34
902,557,622,Cryptocurrency,2025-01-01,859.34
903,452,13,Cryptocurrency,2024-10-20,859.34
904,905,907,PayPal,2024-10-14,859.34
905,105,380,Cryptocurrency,2023-12-06,859.34
906,150,365,Credit Card,2023-11-20,859.34
907,146,602,PayPal,2023-10-10,859.34
908,716,342,Cryptocurrency,2024-08-30,859.34
909,874,860,PayPal,2024-04-23,859.34
910,299,792,Cryptocurrency,2025-03-24,859.34
911,167,221,Bank Transfer,2024-05-17,859.34
912,713,73,Bank Transfer,2025-03-22,859.34
913,646,746,Credit Card,2024-05-17,859.34
914,723,772,Bank Transfer,2024-03-17,859.34
915,48,625,Bank Transfer,2024-01-24,859.34
916,638,46,Bank Transfer,2023-06-16,859.34
917,239,504,Cryptocurrency,2024-05-03,859.34
918,7,274,Cryptocurrency,2024-11-17,859.34
919,464,555,PayPal,2023-04-30,859.34
920,453,208,Cryptocurrency,2024-12-06,859.34
921,784,929,Bank Transfer,2023-11-14,859.34
922,897,861,Cryptocurrency,2023-10-31,859.34
923,371,615,Credit Card,2024-11-09,859.34
924,549,124,PayPal,2023-12-07,859.34
925,487,10,PayPal,2024-08-06,859.34
926,211,329,Cryptocurrency,2024-10-29,859.34
927,165,187,Bank Transfer,2024-08-09,859.34
928,125,543,PayPal,2023-09-26,859.34
929,337,668,Credit Card,2023-07-26,859.34
930,192,60,Credit Card,2024-07-13,859.34
931,730,761,PayPal,2023-12-06,859.34
932,214,899,Bank Transfer,2024-11-16,859.34
933,574,886,Bank Transfer,2023-10-22,859.34
934,328,951,Cryptocurrency,2024-06-13,859.34
935,957,782,Cryptocurrency,2024-09-12,859.34
936,381,442,PayPal,2023-07-12,859.34
937,673,217,Cryptocurrency,2024-02-15,859.34
938,578,911,Cryptocurrency,2024-02-15,859.34
939,798,2,Cryptocurrency,2024-07-28,859.34
940,239,536,Credit Card,2024-11-02,859.34
941,532,718,Cryptocurrency,2024-03-20,859.34
942,700,832,PayPal,2024-07-25,859.34
943,82,711,Bank Transfer,2024-12-10,859.34
944,363,356,Cryptocurrency,2024-12-28,859.34
945,505,626,Bank Transfer,2023-11-26,859.34
946,202,792,Cryptocurrency,2024-08-23,859.34
947,920,667,PayPal,2025-01-28,859.34
948,504,165,Credit Card,2024-07-26,859.34
949,644,998,PayPal,2025-01-31,859.34
950,37,734,Credit Card,2023-11-06,859.34
951,644,91,Cryptocurrency,2025-02-22,859.34
952,589,167,Cryptocurrency,2023-09-25,859.34
953,601,959,Credit Card,2023-10-29,859.34
954,973,207,PayPal,2023-05-08,859.34
955,402,282,PayPal,2024-11-08,859.34
956,765,65,Credit Card,2024-05-08,859.34
957,856,888,Cryptocurrency,2024-04-22,859.34
958,706,516,Credit Card,2024-01-21,859.34
959,176,157,Cryptocurrency,2023-11-17,859.34
960,545,761,Credit Card,2024-08-06,859.34
961,570,769,Cryptocurrency,2024-01-21,859.34
962,467,747,Credit Card,2024-10-17,859.34
963,201,306,Bank Transfer,2023-08-18,859.34
964,540,878,Cryptocurrency,2024-07-29,859.34
965,547,982,PayPal,2024-12-05,859.34
966,999,395,Credit Card,2024-05-17,859.34
967,637,74,PayPal,2024-06-25,859.34
968,394,187,Credit Card,2025-04-01,859.34
969,833,574,PayPal,2025-03-17,859.34
970,42,337,PayPal,2023-07-02,859.34
971,597,676,Credit Card,2023-11-09,859.34
972,393,568,Credit Card,2023-11-23,859.34
973,700,623,PayPal,2024-11-23,859.34
974,623,730,PayPal,2024-03-31,859.34
975,783,240,PayPal,2024-03-27,859.34
976,995,533,Cryptocurrency,2023-10-26,859.34
977,441,141,Cryptocurrency,2024-09-17,859.34
978,837,265,Bank Transfer,2024-10-02,859.34
979,617,139,Cryptocurrency,2024-07-23,859.34
980,506,459,Cryptocurrency,2024-12-12,859.34
981,918,70,Credit Card,2023-04-17,859.34
982,320,385,Bank Transfer,2023-06-28,859.34
983,553,630,Bank Transfer,2024-12-19,859.34
984,215,198,Cryptocurrency,2023-07-27,859.34
985,71,205,Credit Card,2024-08-12,859.34
986,568,726,Credit Card,2023-11-02,859.34
987,919,568,Bank Transfer,2023-06-14,859.34
988,236,799,Credit Card,2023-08-01,859.34
989,281,982,PayPal,2024-09-13,859.34
990,987,805,Cryptocurrency,2024-10-12,859.34
991,617,687,PayPal,2023-11-25,859.34
992,902,859,Bank Transfer,2023-05-06,859.34
993,887,882,Bank Transfer,2023-04-24,859.34
994,162,974,Credit Card,2024-12-18,859.34
995,191,640,Credit Card,2024-12-01,859.34
996,9,431,Bank Transfer,2024-12-24,859.34
997,60,890,Bank Transfer,2023-08-17,859.34
998,893,325,PayPal,2023-05-14,859.34
999,817,442,PayPal,2024-10-12,859.34
1000,225,804,Credit Card,2023-12-08,859.34
