OrderID,CustomerID,OrderDate,TotalAmount
931,772,2023-09-19,353.8
932,666,2023-12-07,353.8
933,155,2025-03-15,353.8
934,430,2024-03-26,353.8
935,363,2025-02-05,353.8
936,448,2025-03-17,353.8
937,987,2024-06-27,353.8
938,234,2024-06-27,353.8
939,563,2023-07-15,353.8
940,818,2024-12-21,353.8
941,262,2024-10-21,353.8
942,827,2023-12-04,353.8
943,125,2023-09-29,353.8
944,911,2023-12-24,353.8
945,245,2024-08-20,353.8
946,542,2023-05-02,353.8
947,938,2024-07-20,353.8
948,485,2023-09-17,353.8
949,122,2023-07-15,353.8
950,125,2024-08-11,353.8
951,549,2024-08-15,353.8
952,170,2025-03-22,353.8
953,124,2023-05-29,353.8
954,869,2024-10-14,353.8
955,35,2024-12-03,353.8
956,87,2024-11-29,353.8
957,646,2023-10-11,353.8
958,708,2024-01-09,353.8
959,786,2024-03-14,353.8
960,201,2024-03-12,353.8
961,369,2023-12-19,353.8
962,797,2024-01-23,353.8
963,77,2023-07-22,353.8
964,59,2023-04-22,353.8
965,431,2023-07-27,353.8
966,638,2024-12-10,353.8
967,500,2025-02-07,353.8
968,913,2023-11-23,353.8
969,109,2023-04-16,353.8
970,736,2025-03-26,353.8
971,278,2024-06-28,353.8
972,68,2024-03-28,353.8
973,69,2024-06-03,353.8
974,165,2024-10-19,353.8
975,489,2023-04-24,353.8
976,305,2023-10-09,353.8
977,909,2023-10-18,353.8
978,674,2024-08-09,353.8
979,365,2023-06-06,353.8
980,854,2024-11-10,353.8
981,821,2024-07-05,353.8
982,379,2023-07-17,353.8
983,343,2025-03-19,353.8
984,947,2023-11-12,353.8
985,899,2024-10-27,353.8
986,554,2024-02-17,353.8
987,354,2024-07-21,353.8
988,416,2024-02-07,353.8
989,109,2025-03-10,353.8
990,563,2023-10-07,353.8
991,762,2024-06-13,353.8
992,497,2024-01-12,353.8
993,341,2024-10-24,353.8
994,942,2025-03-19,353.8
995,383,2023-08-17,353.8
996,533,2023-11-06,353.8
997,300,2023-08-22,353.8
998,139,2023-05-14,353.8
999,359,2023-04-14,353.8
1000,836,2023-04-26,353.8
